big_cam0; -4.923260022120341e-15; -2.988793411713639e-31; -4.017015086635398e-15;
big_cam1; 96.13899620157706; -3.3193923112934987; -191.5758464790562;
big_cam_front; 0.0; 0.0; 1.0;
big_cam_up; 0.0; 1.0; 0.0;
big_User 08; 32.609959041964814; 59.88267918293842; 196.0784306290485;Luyten's Star
big_User 10; 34.49878639439983; 59.0305930568875; 207.21899454589044;Procyon
big_User 15; 62.26224827528999; 58.20442609980614; 287.72174722201964;Wolf 359
big_User 14; 1.6019660331483596; 22.476168095862697; 229.15701651347106;Sirius
big_VOLII; 244.27446512869005; -43.00755443629471; 395.426221275207;61 Virginis
big_User 03; -34.830833411466415; -45.69072681192297; 221.82018320043304;Kapteyn's Star
big_ALPHA CENTAURI; 1.608278940193422; 8.88413709991854; 321.48789253213135;
big_CHEYENNE; 142.4051271454864; 122.57969761310949; 446.1143522481345;Xi Bootis
big_SOL; -15.15529174128142; 48.155853166269075; 308.4533437743043;
big_User 65; 117.92069294870238; -25.18614222452237; 427.68802886741526;
big_User 64; 116.64232662028085; -24.033951609014863; 430.4112946870855;
small_User 41; 284.15130506950135; 173.58948696151617; 498.07731502983313;Arcturus
big_User 16; -14.57627294593286; 53.238262961528356; 366.5160303587688;Barnard
big_User 05; -0.8690021378673904; -64.25226874047897; 406.4784486216532;Gliese 674
small_User 42; 304.96948504273956; 168.9321909673275; 471.08819152635755;Eta Bootis
big_User 01; 19.808596410239122; -42.55165180773324; 475.88876008526125;36 Ophiuchi
big_User 02; 19.350562112431643; -87.48024108678356; 487.51277491509154;Gliese 667
small_User 39; 213.0836052691043; 139.38184468917493; 514.7379123684175;Gliese 569
big_User 06; -82.38340696627948; 122.16876466095871; 367.99973394166074;61 Cygni
big_NARION; -19.228515175633532; 55.55407370215189; 469.95458362671104;70 Ophiuchi
small_User 36; 209.26457719637554; 100.74302719618262; 628.8109981572327;Lambda Serpentis
big_User 09; -0.521429977477144; 179.62888109627409; 544.0815002969629;Mu Herculis
small_User 23; 262.60908841652986; 70.14872775644356; 696.5507259635331;Psi Serpentis
small_User 21; 381.9353921595948; 33.862684913947035; 730.438921816923;HD 135204 
